timestamp,git_commit,gpu,torch_version,torch_cuda_version,triton_version,transformers_version,run_index,case_index,provider_position,case_provider_order,family,case_name,batch_size,sequence_length,rows,hidden_size,numel,dtype,provider,input_is_contiguous,weight_is_contiguous,status,error,first_call_ms,p50_ms,p95_ms,max_abs_error,mean_abs_error,speedup_vs_huggingface
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,0,1,triton_adapter|huggingface,llama,single_token_no_cache,1,1,1,512,512,fp16,triton_adapter,True,True,ok,,0.140443000,0.003184000,0.004096000,0.001953125,0.000158306,5.145728770
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,0,2,triton_adapter|huggingface,llama,single_token_no_cache,1,1,1,512,512,fp16,huggingface,True,True,ok,,0.156338000,0.016384000,0.016736001,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,1,1,huggingface|triton_adapter,llama,prefill_s32,1,32,32,512,16384,fp16,huggingface,True,True,ok,,0.054790999,0.017600000,0.018432001,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,1,2,huggingface|triton_adapter,llama,prefill_s32,1,32,32,512,16384,fp16,triton_adapter,True,True,ok,,0.103595000,0.003072000,0.004096000,0.003906250,0.000140079,5.729166433
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,2,1,triton_adapter|huggingface,llama,prefill_s128,1,128,128,512,65536,fp16,triton_adapter,True,True,ok,,0.047502001,0.004096000,0.005120000,0.003906250,0.000140445,4.500000171
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,2,2,triton_adapter|huggingface,llama,prefill_s128,1,128,128,512,65536,fp16,huggingface,True,True,ok,,0.152438000,0.018432001,0.019455999,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,3,1,huggingface|triton_adapter,llama,prefill_b4_s32,4,32,128,512,65536,fp16,huggingface,True,True,ok,,0.051520000,0.018432001,0.019455999,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,3,2,huggingface|triton_adapter,llama,prefill_b4_s32,4,32,128,512,65536,fp16,triton_adapter,True,True,ok,,0.097961000,0.004096000,0.005120000,0.003906250,0.000140405,4.500000171
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,4,1,triton_adapter|huggingface,qwen2,single_token_no_cache,1,1,1,512,512,fp16,triton_adapter,True,True,ok,,0.043642000,0.003808000,0.004096000,0.001953125,0.000158306,4.302521119
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,4,2,triton_adapter|huggingface,qwen2,single_token_no_cache,1,1,1,512,512,fp16,huggingface,True,True,ok,,0.138996000,0.016384000,0.016767999,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,5,1,huggingface|triton_adapter,qwen2,prefill_s32,1,32,32,512,16384,fp16,huggingface,True,True,ok,,0.175083000,0.017503999,0.018432001,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,5,2,huggingface|triton_adapter,qwen2,prefill_s32,1,32,32,512,16384,fp16,triton_adapter,True,True,ok,,0.103544000,0.003936000,0.004096000,0.003906250,0.000140079,4.447154071
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,6,1,triton_adapter|huggingface,qwen2,prefill_s128,1,128,128,512,65536,fp16,triton_adapter,True,True,ok,,0.045328000,0.004096000,0.004320000,0.003906250,0.000140445,4.500000171
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,6,2,triton_adapter|huggingface,qwen2,prefill_s128,1,128,128,512,65536,fp16,huggingface,True,True,ok,,0.159409000,0.018432001,0.019455999,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,7,1,huggingface|triton_adapter,qwen2,prefill_b4_s32,4,32,128,512,65536,fp16,huggingface,True,True,ok,,0.053244999,0.018432001,0.019455999,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,7,2,huggingface|triton_adapter,qwen2,prefill_b4_s32,4,32,128,512,65536,fp16,triton_adapter,True,True,ok,,0.161213000,0.004096000,0.005120000,0.003906250,0.000140405,4.500000171
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,8,1,triton_adapter|huggingface,llama,single_token_no_cache,1,1,1,512,512,bf16,triton_adapter,True,True,ok,,0.057171001,0.003840000,0.004096000,0.015625000,0.001284540,4.266666764
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,8,2,triton_adapter|huggingface,llama,single_token_no_cache,1,1,1,512,512,bf16,huggingface,True,True,ok,,0.122537000,0.016384000,0.016704001,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,9,1,huggingface|triton_adapter,llama,prefill_s32,1,32,32,512,16384,bf16,huggingface,True,True,ok,,0.059003000,0.017824000,0.018432001,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,9,2,huggingface|triton_adapter,llama,prefill_s32,1,32,32,512,16384,bf16,triton_adapter,True,True,ok,,0.160424000,0.003840000,0.004096000,0.031250000,0.001147493,4.641666718
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,10,1,triton_adapter|huggingface,llama,prefill_s128,1,128,128,512,65536,bf16,triton_adapter,True,True,ok,,0.047601000,0.004096000,0.005120000,0.031250000,0.001133388,4.500000171
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,10,2,triton_adapter|huggingface,llama,prefill_s128,1,128,128,512,65536,bf16,huggingface,True,True,ok,,0.148786999,0.018432001,0.019455999,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,11,1,huggingface|triton_adapter,llama,prefill_b4_s32,4,32,128,512,65536,bf16,huggingface,True,True,ok,,0.054991000,0.018432001,0.019455999,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,11,2,huggingface|triton_adapter,llama,prefill_b4_s32,4,32,128,512,65536,bf16,triton_adapter,True,True,ok,,0.106574000,0.004096000,0.004161600,0.031250000,0.001120282,4.500000171
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,12,1,triton_adapter|huggingface,qwen2,single_token_no_cache,1,1,1,512,512,bf16,triton_adapter,True,True,ok,,0.043663001,0.003936000,0.004096000,0.015625000,0.001284540,4.162601437
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,12,2,triton_adapter|huggingface,qwen2,single_token_no_cache,1,1,1,512,512,bf16,huggingface,True,True,ok,,0.174694000,0.016384000,0.017088000,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,13,1,huggingface|triton_adapter,qwen2,prefill_s32,1,32,32,512,16384,bf16,huggingface,True,True,ok,,0.053061000,0.018080000,0.018432001,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,13,2,huggingface|triton_adapter,qwen2,prefill_s32,1,32,32,512,16384,bf16,triton_adapter,True,True,ok,,0.099967000,0.003904000,0.004096000,0.031250000,0.001147493,4.631147588
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,14,1,triton_adapter|huggingface,qwen2,prefill_s128,1,128,128,512,65536,bf16,triton_adapter,True,True,ok,,0.042676999,0.004096000,0.004320000,0.031250000,0.001133388,4.500000171
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,14,2,triton_adapter|huggingface,qwen2,prefill_s128,1,128,128,512,65536,bf16,huggingface,True,True,ok,,0.162841000,0.018432001,0.019455999,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,15,1,huggingface|triton_adapter,qwen2,prefill_b4_s32,4,32,128,512,65536,bf16,huggingface,True,True,ok,,0.054050000,0.018432001,0.019455999,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,15,2,huggingface|triton_adapter,qwen2,prefill_b4_s32,4,32,128,512,65536,bf16,triton_adapter,True,True,ok,,0.150455000,0.004096000,0.005120000,0.031250000,0.001120282,4.500000171
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,16,1,triton_adapter|huggingface,llama,single_token_no_cache,1,1,1,512,512,fp32,triton_adapter,True,True,ok,,0.060163999,0.004096000,0.004096000,0.000000000,0.000000000,2.945312425
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,16,2,triton_adapter|huggingface,llama,single_token_no_cache,1,1,1,512,512,fp32,huggingface,True,True,ok,,0.121792000,0.012064000,0.012320000,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,17,1,huggingface|triton_adapter,llama,prefill_s32,1,32,32,512,16384,fp32,huggingface,True,True,ok,,0.041642000,0.013280000,0.013344000,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,17,2,huggingface|triton_adapter,llama,prefill_s32,1,32,32,512,16384,fp32,triton_adapter,True,True,ok,,0.159195000,0.004096000,0.004096000,0.000000715,0.000000020,3.242187412
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,18,1,triton_adapter|huggingface,llama,prefill_s128,1,128,128,512,65536,fp32,triton_adapter,True,True,ok,,0.226983000,0.004096000,0.005120000,0.000000954,0.000000013,3.500000057
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,18,2,triton_adapter|huggingface,llama,prefill_s128,1,128,128,512,65536,fp32,huggingface,True,True,ok,,0.123871000,0.014336000,0.014624000,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,19,1,huggingface|triton_adapter,llama,prefill_b4_s32,4,32,128,512,65536,fp32,huggingface,True,True,ok,,0.042496001,0.014240000,0.014336000,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,19,2,huggingface|triton_adapter,llama,prefill_b4_s32,4,32,128,512,65536,fp32,triton_adapter,True,True,ok,,0.158497000,0.004096000,0.005120000,0.000000954,0.000000011,3.476562606
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,20,1,triton_adapter|huggingface,qwen2,single_token_no_cache,1,1,1,512,512,fp32,triton_adapter,True,True,ok,,0.047430000,0.004064000,0.004096000,0.000000000,0.000000000,2.976377774
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,20,2,triton_adapter|huggingface,qwen2,single_token_no_cache,1,1,1,512,512,fp32,huggingface,True,True,ok,,0.114329000,0.012096000,0.012384000,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,21,1,huggingface|triton_adapter,qwen2,prefill_s32,1,32,32,512,16384,fp32,huggingface,True,True,ok,,0.042179000,0.013296000,0.013364800,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,21,2,huggingface|triton_adapter,qwen2,prefill_s32,1,32,32,512,16384,fp32,triton_adapter,True,True,ok,,0.102823000,0.003168000,0.004096000,0.000000715,0.000000020,4.196969733
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,22,1,triton_adapter|huggingface,qwen2,prefill_s128,1,128,128,512,65536,fp32,triton_adapter,True,True,ok,,0.045613000,0.004096000,0.005120000,0.000000954,0.000000013,3.500000057
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,22,2,triton_adapter|huggingface,qwen2,prefill_s128,1,128,128,512,65536,fp32,huggingface,True,True,ok,,0.118971000,0.014336000,0.014624000,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,23,1,huggingface|triton_adapter,qwen2,prefill_b4_s32,4,32,128,512,65536,fp32,huggingface,True,True,ok,,0.044795000,0.014272000,0.014336000,0.000000000,0.000000000,1.000000000
2026-07-29T16:38:08,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,2,23,2,huggingface|triton_adapter,qwen2,prefill_b4_s32,4,32,128,512,65536,fp32,triton_adapter,True,True,ok,,0.160642000,0.004096000,0.005120000,0.000000954,0.000000011,3.484374938
