timestamp,git_commit,gpu,torch_version,torch_cuda_version,triton_version,transformers_version,run_index,case_index,provider_position,case_provider_order,family,case_name,batch_size,sequence_length,rows,hidden_size,numel,dtype,provider,input_is_contiguous,weight_is_contiguous,status,error,first_call_ms,p50_ms,p95_ms,max_abs_error,mean_abs_error,speedup_vs_huggingface
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,0,1,huggingface|triton_adapter,llama,single_token_no_cache,1,1,1,512,512,fp16,huggingface,True,True,ok,,0.144148000,0.016543999,0.018112000,0.000000000,0.000000000,1.000000000
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,0,2,huggingface|triton_adapter,llama,single_token_no_cache,1,1,1,512,512,fp16,triton_adapter,True,True,ok,,0.102175000,0.003072000,0.004096000,0.001953125,0.000126183,5.385416253
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,1,1,triton_adapter|huggingface,llama,prefill_s32,1,32,32,512,16384,fp16,triton_adapter,True,True,ok,,0.042789000,0.003072000,0.004096000,0.003906250,0.000138723,5.927083387
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,1,2,triton_adapter|huggingface,llama,prefill_s32,1,32,32,512,16384,fp16,huggingface,True,True,ok,,0.148818000,0.018208001,0.018467201,0.000000000,0.000000000,1.000000000
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,2,1,huggingface|triton_adapter,llama,prefill_s128,1,128,128,512,65536,fp16,huggingface,True,True,ok,,0.046107000,0.018624000,0.019455999,0.000000000,0.000000000,1.000000000
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,2,2,huggingface|triton_adapter,llama,prefill_s128,1,128,128,512,65536,fp16,triton_adapter,True,True,ok,,0.096564000,0.004096000,0.005120000,0.003906250,0.000138536,4.546875073
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,3,1,triton_adapter|huggingface,llama,prefill_b4_s32,4,32,128,512,65536,fp16,triton_adapter,True,True,ok,,0.042796000,0.004096000,0.004256000,0.003906250,0.000139515,4.500000171
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,3,2,triton_adapter|huggingface,llama,prefill_b4_s32,4,32,128,512,65536,fp16,huggingface,True,True,ok,,0.149826000,0.018432001,0.019455999,0.000000000,0.000000000,1.000000000
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,4,1,huggingface|triton_adapter,qwen2,single_token_no_cache,1,1,1,512,512,fp16,huggingface,True,True,ok,,0.050234000,0.016384000,0.017408000,0.000000000,0.000000000,1.000000000
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,4,2,huggingface|triton_adapter,qwen2,single_token_no_cache,1,1,1,512,512,fp16,triton_adapter,True,True,ok,,0.097833000,0.003152000,0.004096000,0.001953125,0.000126183,5.197969690
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,5,1,triton_adapter|huggingface,qwen2,prefill_s32,1,32,32,512,16384,fp16,triton_adapter,True,True,ok,,0.043014000,0.003104000,0.004096000,0.003906250,0.000138723,5.855670499
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,5,2,triton_adapter|huggingface,qwen2,prefill_s32,1,32,32,512,16384,fp16,huggingface,True,True,ok,,0.136483000,0.018176001,0.018528000,0.000000000,0.000000000,1.000000000
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,6,1,huggingface|triton_adapter,qwen2,prefill_s128,1,128,128,512,65536,fp16,huggingface,True,True,ok,,0.051706000,0.018560000,0.019455999,0.000000000,0.000000000,1.000000000
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,6,2,huggingface|triton_adapter,qwen2,prefill_s128,1,128,128,512,65536,fp16,triton_adapter,True,True,ok,,0.092372000,0.004096000,0.005120000,0.003906250,0.000138536,4.531249954
2026-07-29T16:34:39,2d52b4a,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,5.14.1,1,7,1,triton_adapter|huggingface,qwen2,prefill_b4_s32,4,32,128,512,65536,fp16,triton_adapter,True,True,ok,,0.043809000,0.004096000,0.005120000,0.003906250,0.000139515,4.500000171
