timestamp,git_commit,gpu,torch_version,torch_cuda_version,triton_version,rows,hidden_size,numel,dtype,provider,status,error,first_call_ms,p20_ms,p50_ms,p80_ms,p95_ms,effective_gbps_min,max_abs_error,mean_abs_error,max_relative_error,speedup_vs_eager,speedup_vs_native
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,1,4096,4096,bf16,torch_eager,ok,,0.094924006,0.019455999,0.019455999,0.020096000,0.020479999,1.263157951,0.000000000,0.000000000,0.000000000,1.000000000,0.947368497
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,1,4096,4096,bf16,torch_native,ok,,0.121705001,0.018432001,0.018432001,0.019366400,0.019455999,1.333333286,0.000000000,0.000000000,0.000000000,1.055555471,1.000000000
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,1,4096,4096,bf16,torch_compile,ok,,896.762705990,0.004096000,0.004096000,0.005024000,0.005120000,6.000000015,0.000000000,0.000000000,0.000000000,4.749999801,4.500000171
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,1,4096,4096,bf16,triton,ok,,45.994614018,0.003360000,0.004096000,0.004096000,0.005024000,6.000000015,0.000000000,0.000000000,0.000000000,4.749999801,4.500000171
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,128,4096,524288,bf16,torch_eager,ok,,0.049119000,0.031072000,0.031744000,0.032409601,0.032768000,66.322581542,0.000000000,0.000000000,0.000000000,1.000000000,1.032258076
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,128,4096,524288,bf16,torch_native,ok,,0.149047002,0.032032002,0.032768000,0.033376001,0.033792000,64.250000162,0.000000000,0.000000000,0.000000000,0.968749989,1.000000000
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,128,4096,524288,bf16,torch_compile,ok,,153.597466997,0.006144000,0.006944000,0.007168000,0.007168000,303.188949276,0.000000000,0.000000000,0.000000000,4.571428648,4.718894140
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,128,4096,524288,bf16,triton,ok,,0.074013951,0.006144000,0.006144000,0.007168000,0.007168000,342.666654546,0.000000000,0.000000000,0.000000000,5.166666414,5.333333131
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,2048,4096,8388608,bf16,torch_eager,ok,,0.168357976,0.164864004,0.165664002,0.166828796,0.188073599,202.594550018,0.000000000,0.000000000,0.000000000,1.000000000,1.013714476
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,2048,4096,8388608,bf16,torch_native,ok,,0.185838901,0.166912004,0.167935997,0.168953604,0.193535998,199.853661812,0.000000000,0.000000000,0.000000000,0.986471066,1.000000000
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,2048,4096,8388608,bf16,torch_compile,ok,,159.402132034,0.039039999,0.039935999,0.040959999,0.041983999,840.410285480,0.007812500,0.000000006,0.007352941,4.148237381,4.205128282
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,2048,4096,8388608,bf16,triton,ok,,0.092223054,0.039104000,0.039935999,0.040959999,0.041983999,840.410285480,0.015625000,0.000000005,0.007751938,4.148237381,4.205128282
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,512,5120,2621440,bf16,torch_eager,ok,,0.054107048,0.066560000,0.067423999,0.067680001,0.069632001,155.671572548,0.000000000,0.000000000,0.000000000,1.000000000,1.012339803
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,512,5120,2621440,bf16,torch_native,ok,,0.076654949,0.067584001,0.068255998,0.068736002,0.070656002,153.774031260,0.000000000,0.000000000,0.000000000,0.987810611,1.000000000
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,512,5120,2621440,bf16,torch_compile,ok,,158.735955018,0.016448000,0.017408000,0.018432001,0.018432001,602.941165896,0.007812500,0.000000014,0.007042253,3.873161657,3.920955710
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,512,5120,2621440,bf16,triton,ok,,59.430010035,0.013184000,0.013312000,0.013632000,0.014336000,788.461547347,0.007812500,0.000000011,0.006410256,5.064903851,5.127403768
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,256,8192,2097152,bf16,torch_eager,ok,,0.046257977,0.055296000,0.055583999,0.056320000,0.058201600,151.212439148,0.000000000,0.000000000,0.000000000,1.000000000,1.013241255
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,256,8192,2097152,bf16,torch_native,ok,,0.122645986,0.055360001,0.056320000,0.057280000,0.058143999,149.236362471,0.000000000,0.000000000,0.000000000,0.986931785,1.000000000
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,256,8192,2097152,bf16,torch_compile,ok,,172.113158042,0.012659200,0.013312000,0.013312000,0.014336000,631.384622500,0.007812500,0.000000011,0.004830918,4.175480708,4.230769311
2026-07-17T11:17:45,4248a03,NVIDIA GeForce RTX 4090,2.7.1+cu126,12.6,3.3.1,256,8192,2097152,bf16,triton,ok,,53.897142992,0.011264000,0.012224000,0.012288000,0.013080000,687.581154796,0.003906250,0.000000013,0.005813953,4.547120321,4.607329899
